org_slug,skill_name,filepath,extension,uncompressed_bytes,compressed_bytes,is_dir
vercel,ai-elements,scripts/package-info.tsx,.tsx,1345,435,False
vercel,ai-elements,scripts/persona-command.tsx,.tsx,2540,862,False
vercel,ai-elements,scripts/persona-glint.tsx,.tsx,2538,861,False
vercel,ai-elements,scripts/persona-halo.tsx,.tsx,2537,857,False
vercel,ai-elements,scripts/persona-mana.tsx,.tsx,2537,861,False
vercel,ai-elements,scripts/persona-obsidian.tsx,.tsx,2541,862,False
vercel,ai-elements,scripts/persona-opal.tsx,.tsx,2575,870,False
vercel,ai-elements,scripts/plan.tsx,.tsx,1988,766,False
vercel,ai-elements,scripts/prompt-input-cursor.tsx,.tsx,15546,3377,False
vercel,ai-elements,scripts/prompt-input-tooltip.tsx,.tsx,1108,393,False
vercel,ai-elements,scripts/prompt-input.tsx,.tsx,7463,1937,False
vercel,ai-elements,scripts/queue-prompt-input.tsx,.tsx,10744,2888,False
vercel,ai-elements,scripts/queue.tsx,.tsx,8196,2028,False
vercel,ai-elements,scripts/reasoning.tsx,.tsx,2264,948,False
vercel,ai-elements,scripts/sandbox.tsx,.tsx,5505,1688,False
vercel,ai-elements,scripts/schema-display-basic.tsx,.tsx,221,161,False
vercel,ai-elements,scripts/schema-display-body.tsx,.tsx,487,230,False
vercel,ai-elements,scripts/schema-display-nested.tsx,.tsx,470,251,False
vercel,ai-elements,scripts/schema-display-params.tsx,.tsx,374,232,False
vercel,ai-elements,scripts/schema-display.tsx,.tsx,2764,754,False
vercel,ai-elements,scripts/shimmer-duration.tsx,.tsx,934,308,False
vercel,ai-elements,scripts/shimmer-elements.tsx,.tsx,1160,399,False
vercel,ai-elements,scripts/shimmer.tsx,.tsx,443,263,False
vercel,ai-elements,scripts/snippet-plain.tsx,.tsx,362,203,False
vercel,ai-elements,scripts/snippet.tsx,.tsx,589,278,False
vercel,ai-elements,scripts/sources-custom.tsx,.tsx,1035,489,False
vercel,ai-elements,scripts/sources.tsx,.tsx,752,382,False
vercel,ai-elements,scripts/speech-input.tsx,.tsx,2342,1027,False
vercel,ai-elements,scripts/stack-trace-collapsed.tsx,.tsx,1097,438,False
vercel,ai-elements,scripts/stack-trace-no-internal.tsx,.tsx,1231,481,False
vercel,ai-elements,scripts/stack-trace.tsx,.tsx,1991,688,False
vercel,ai-elements,scripts/suggestion-input.tsx,.tsx,4539,1397,False
vercel,ai-elements,scripts/suggestion.tsx,.tsx,802,409,False
vercel,ai-elements,scripts/task.tsx,.tsx,1508,553,False
vercel,ai-elements,scripts/terminal-basic.tsx,.tsx,169,127,False
vercel,ai-elements,scripts/terminal-clear.tsx,.tsx,523,307,False
vercel,ai-elements,scripts/terminal-streaming.tsx,.tsx,1007,468,False
vercel,ai-elements,scripts/terminal.tsx,.tsx,2385,865,False
vercel,ai-elements,scripts/test-results-basic.tsx,.tsx,464,229,False
vercel,ai-elements,scripts/test-results-errors.tsx,.tsx,1306,518,False
vercel,ai-elements,scripts/test-results-suites.tsx,.tsx,901,334,False
vercel,ai-elements,scripts/test-results.tsx,.tsx,2718,775,False
vercel,ai-elements,scripts/tool-input-available.tsx,.tsx,738,391,False
vercel,ai-elements,scripts/tool-input-streaming.tsx,.tsx,683,364,False
vercel,ai-elements,scripts/tool-output-available.tsx,.tsx,1789,683,False
vercel,ai-elements,scripts/tool-output-error.tsx,.tsx,1077,516,False
vercel,ai-elements,scripts/tool.tsx,.tsx,6865,1347,False
vercel,ai-elements,scripts/transcription.tsx,.tsx,4980,1248,False
vercel,ai-elements,scripts/voice-selector.tsx,.tsx,7240,1881,False
vercel,ai-elements,scripts/web-preview.tsx,.tsx,2859,862,False
vercel,streamdown,SKILL.md,.md,6253,2527,False
vercel,streamdown,assets/examples/basic-streaming.tsx,.tsx,1117,491,False
vercel,streamdown,assets/examples/custom-security.tsx,.tsx,1025,463,False
vercel,streamdown,assets/examples/full-featured.tsx,.tsx,1890,723,False
vercel,streamdown,assets/examples/static-mode.tsx,.tsx,442,247,False
vercel,streamdown,assets/examples/with-caret.tsx,.tsx,1146,501,False
vercel,streamdown,references/api.md,.md,7081,2386,False
vercel,streamdown,references/features.md,.md,4623,2040,False
vercel,streamdown,references/plugins.md,.md,5732,2227,False
vercel,streamdown,references/security.md,.md,4354,1560,False
vercel,streamdown,references/styling.md,.md,3944,1424,False
sourcegraph,web-browser,SKILL.md,.md,1537,790,False
sourcegraph,web-browser,tools/eval.js,.js,1229,601,False
sourcegraph,web-browser,tools/nav.js,.js,774,390,False
sourcegraph,web-browser,tools/package-lock.json,.json,30324,9208,False
sourcegraph,web-browser,tools/package.json,.json,76,72,False
sourcegraph,web-browser,tools/pick.js,.js,4699,1767,False
sourcegraph,web-browser,tools/screenshot.js,.js,577,349,False
sourcegraph,web-browser,tools/start.js,.js,1694,850,False
sourcegraph,bigquery,SKILL.md,.md,2199,921,False
pymc-labs,dhub-skill-creator,SKILL.md,.md,12471,5081,False
pymc-labs,dhub-skill-creator,references/format_spec.md,.md,9598,3667,False
pymc-labs,dhub-skill-creator,references/skill_patterns.md,.md,11560,4693,False
pymc-labs,dhub-skill-creator,scripts/init_skill.py,.py,3995,1379,False
pymc-labs,dhub-skill-creator,scripts/package_skill.py,.py,3044,1189,False
pymc-labs,dhub-skill-creator,scripts/validate_skill.py,.py,10570,3265,False
pymc-labs,dhub-cli,SKILL.md,.md,12636,4961,False
pymc-labs,dhub-cli,references/command_reference.md,.md,10258,4122,False
pymc-labs,pymc-modeling,SKILL.md,.md,20465,7356,False
pymc-labs,pymc-modeling,references/arviz.md,.md,26979,9288,False
pymc-labs,pymc-modeling,references/bart.md,.md,5725,2010,False
pymc-labs,pymc-modeling,references/custom_models.md,.md,13722,4291,False
pymc-labs,pymc-modeling,references/diagnostics.md,.md,11378,4503,False
pymc-labs,pymc-modeling,references/gotchas.md,.md,13707,5237,False
pymc-labs,pymc-modeling,references/gp.md,.md,19802,7004,False
pymc-labs,pymc-modeling,references/inference.md,.md,8280,2890,False
pymc-labs,pymc-modeling,references/mixtures.md,.md,8858,3203,False
pymc-labs,pymc-modeling,references/priors.md,.md,18696,6816,False
pymc-labs,pymc-modeling,references/specialized_likelihoods.md,.md,13130,3959,False
pymc-labs,pymc-modeling,references/timeseries.md,.md,10384,2720,False
pymc-labs,pymc-modeling,references/troubleshooting.md,.md,19111,6877,False
pymc-labs,session-state,SKILL.md,.md,1051,580,False
pymc-labs,marimo-notebook,SKILL.md,.md,11550,4823,False
pymc-labs,marimo-notebook,assets/data_analysis_template.py,.py,1217,487,False
pymc-labs,marimo-notebook,assets/minimal_template.py,.py,393,218,False
pymc-labs,marimo-notebook,references/advanced.md,.md,3791,1963,False
pymc-labs,marimo-notebook,references/caching.md,.md,3488,1576,False
pymc-labs,marimo-notebook,references/ui_components.md,.md,5511,2076,False
pymc-labs,marimo-notebook,references/wigglystuff.md,.md,3861,1408,False
pymc-labs,marimo-notebook,scripts/convert_notebook.py,.py,1303,583,False
pymc-labs,base,SKILL.md,.md,1264,673,False
pymc-labs,base,acp-response.md,.md,2335,1120,False
pymc-labs,base,supabase-upload.md,.md,1855,910,False
pymc-labs,marimo-notebooks,CLAUDE.md,.md,1803,900,False
pymc-labs,marimo-notebooks,SKILL.md,.md,11551,4823,False
pymc-labs,marimo-notebooks,assets/data_analysis_template.py,.py,1217,487,False
pymc-labs,marimo-notebooks,assets/minimal_template.py,.py,393,218,False
pymc-labs,marimo-notebooks,references/advanced.md,.md,3791,1963,False
pymc-labs,marimo-notebooks,references/caching.md,.md,3488,1576,False
pymc-labs,marimo-notebooks,references/ui_components.md,.md,5511,2076,False
pymc-labs,marimo-notebooks,references/wigglystuff.md,.md,3861,1408,False
pymc-labs,marimo-notebooks,scripts/convert_notebook.py,.py,1303,583,False
openai,snap-o-network-inspector,SKILL.md,.md,3407,1415,False
openai,snap-o-network-inspector,agents/openai.yaml,.yaml,239,157,False
openai,csv-workbench,SKILL.md,.md,587,370,False
openai,csv-workbench,playbook.md,.md,598,314,False
openai,skill-creator,SKILL.md,.md,18664,7003,False
openai,skill-creator,agents/openai.yaml,.yaml,183,120,False
openai,skill-creator,assets/skill-creator-small.svg,.svg,1319,671,False
openai,skill-creator,assets/skill-creator.png,.png,1563,1568,False
openai,skill-creator,license.txt,.txt,11358,3949,False
openai,skill-creator,references/openai_yaml.md,.md,2356,1038,False
openai,skill-creator,scripts/generate_openai_yaml.py,.py,6614,2036,False
openai,skill-creator,scripts/init_skill.py,.py,14483,4759,False
openai,skill-creator,scripts/quick_validate.py,.py,3293,1140,False
langchain-ai,langsmith-trace,SKILL.md,.md,7905,3156,False
langchain-ai,langsmith-trace,scripts/query_traces.py,.py,32461,7358,False
langchain-ai,langsmith-dataset,SKILL.md,.md,11101,3927,False
langchain-ai,langsmith-dataset,scripts/generate_datasets.py,.py,27162,6586,False
langchain-ai,langsmith-dataset,scripts/query_datasets.py,.py,7510,2000,False
langchain-ai,langchain-agents,SKILL.md,.md,19380,6395,False
google-gemini,skill-creator,SKILL.md,.md,20090,7577,False
google-gemini,skill-creator,scripts/init_skill.cjs,.cjs,7964,3161,False
google-gemini,skill-creator,scripts/package_skill.cjs,.cjs,2891,1209,False
google-gemini,skill-creator,scripts/validate_skill.cjs,.cjs,3524,1346,False
google-gemini,greeter,SKILL.md,.md,215,155,False
microsoft,microsoft-foundry,SKILL.md,.md,20150,6743,False
microsoft,microsoft-foundry,language/python.md,.md,18718,5266,False
microsoft,microsoft-foundry,references/sdk/agent-framework-azure-ai-py.md,.md,964,521,False
microsoft,microsoft-foundry,references/sdk/agents-v2-py.md,.md,1111,623,False
microsoft,microsoft-foundry,references/sdk/azure-ai-evaluation-py.md,.md,874,480,False
microsoft,microsoft-foundry,references/sdk/azure-ai-projects-dotnet.md,.md,1031,553,False
microsoft,microsoft-foundry,references/sdk/azure-ai-projects-java.md,.md,1012,546,False
microsoft,microsoft-foundry,references/sdk/azure-ai-projects-py.md,.md,906,507,False
microsoft,microsoft-foundry,references/sdk/azure-ai-projects-ts.md,.md,946,512,False
microsoft,microsoft-foundry,references/sdk/azure-search-documents-py.md,.md,1561,766,False
microsoft,entra-app-registration,SKILL.md,.md,8229,3015,False
microsoft,entra-app-registration,references/BICEP-EXAMPLE.bicep,.bicep,5328,1675,False
microsoft,entra-app-registration,references/api-permissions.md,.md,10198,3722,False
microsoft,entra-app-registration,references/cli-commands.md,.md,8852,2588,False
microsoft,entra-app-registration,references/console-app-example.md,.md,11005,3235,False
microsoft,entra-app-registration,references/first-app-registration.md,.md,7415,3068,False
microsoft,entra-app-registration,references/oauth-flows.md,.md,9540,3056,False
microsoft,entra-app-registration,references/sdk/azure-identity-dotnet.md,.md,703,403,False
microsoft,entra-app-registration,references/sdk/azure-identity-java.md,.md,983,551,False
microsoft,entra-app-registration,references/sdk/azure-identity-py.md,.md,879,458,False
microsoft,entra-app-registration,references/sdk/azure-identity-rust.md,.md,805,425,False
microsoft,entra-app-registration,references/sdk/azure-identity-ts.md,.md,900,479,False
microsoft,entra-app-registration,references/sdk/azure-keyvault-py.md,.md,1017,530,False
microsoft,entra-app-registration,references/sdk/azure-keyvault-secrets-ts.md,.md,942,498,False
microsoft,entra-app-registration,references/sdk/microsoft-azure-webjobs-extensions-authentication-events-dotnet.md,.md,1522,759,False
microsoft,entra-app-registration,references/troubleshooting.md,.md,7594,2929,False
microsoft,azure-validate,SKILL.md,.md,2975,1346,False
microsoft,azure-validate,references/global-rules.md,.md,1215,689,False
microsoft,azure-validate,references/policy-validation.md,.md,1493,717,False
microsoft,azure-validate,references/recipes/README.md,.md,384,201,False
microsoft,azure-validate,references/recipes/azcli/README.md,.md,1796,644,False
microsoft,azure-validate,references/recipes/azcli/errors.md,.md,386,251,False
microsoft,azure-validate,references/recipes/azd/README.md,.md,2436,1068,False
microsoft,azure-validate,references/recipes/azd/environment.md,.md,2071,936,False
microsoft,azure-validate,references/recipes/azd/errors.md,.md,2405,1061,False
microsoft,azure-validate,references/recipes/bicep/README.md,.md,1857,746,False
microsoft,azure-validate,references/recipes/bicep/errors.md,.md,389,252,False
microsoft,azure-validate,references/recipes/terraform/README.md,.md,1393,602,False
microsoft,azure-validate,references/recipes/terraform/errors.md,.md,350,216,False
microsoft,azure-validate,references/region-availability.md,.md,2403,1028,False
microsoft,azure-storage,SKILL.md,.md,4367,1543,False
microsoft,azure-storage,references/sdk/azure-data-tables-java.md,.md,1168,597,False
microsoft,azure-storage,references/sdk/azure-data-tables-py.md,.md,924,498,False
microsoft,azure-storage,references/sdk/azure-storage-blob-java.md,.md,1237,595,False
microsoft,azure-storage,references/sdk/azure-storage-blob-py.md,.md,918,502,False
microsoft,azure-storage,references/sdk/azure-storage-blob-rust.md,.md,1094,577,False
microsoft,azure-storage,references/sdk/azure-storage-blob-ts.md,.md,1128,614,False
microsoft,azure-storage,references/sdk/azure-storage-file-datalake-py.md,.md,1221,642,False
microsoft,azure-storage,references/sdk/azure-storage-file-share-py.md,.md,860,476,False
microsoft,azure-storage,references/sdk/azure-storage-file-share-ts.md,.md,1177,627,False
microsoft,azure-storage,references/sdk/azure-storage-queue-py.md,.md,945,515,False
microsoft,azure-storage,references/sdk/azure-storage-queue-ts.md,.md,1165,595,False
microsoft,azure-storage,references/sdk-usage.md,.md,4384,1283,False
microsoft,azure-role-selector,SKILL.md,.md,1114,516,False
microsoft,azure-resource-visualizer,SKILL.md,.md,8188,3327,False
microsoft,azure-resource-visualizer,assets/example-diagram.md,.md,1777,816,False
microsoft,azure-resource-visualizer,assets/template-architecture.md,.md,970,517,False
microsoft,azure-prepare,SKILL.md,.md,5967,2398,False
microsoft,azure-prepare,references/analyze.md,.md,2032,905,False
microsoft,azure-prepare,references/architecture.md,.md,2151,907,False
microsoft,azure-prepare,references/azure-context.md,.md,2705,1168,False
microsoft,azure-prepare,references/generate.md,.md,2229,1037,False
microsoft,azure-prepare,references/global-rules.md,.md,1215,689,False
microsoft,azure-prepare,references/plan-template.md,.md,3949,1731,False
microsoft,azure-prepare,references/recipe-selection.md,.md,2737,1091,False
microsoft,azure-prepare,references/recipes/README.md,.md,543,334,False
microsoft,azure-prepare,references/recipes/azcli/README.md,.md,1893,883,False
microsoft,azure-prepare,references/recipes/azcli/commands.md,.md,1699,536,False
microsoft,azure-prepare,references/recipes/azcli/scripts.md,.md,2376,849,False
microsoft,azure-prepare,references/recipes/azd/README.md,.md,2920,1019,False
microsoft,azure-prepare,references/recipes/azd/azure-yaml.md,.md,4954,1774,False
microsoft,azure-prepare,references/recipes/azd/docker.md,.md,2187,1000,False
microsoft,azure-prepare,references/recipes/azd/iac-rules.md,.md,2360,978,False
microsoft,azure-prepare,references/recipes/azd/terraform.md,.md,8510,3098,False
microsoft,azure-prepare,references/recipes/bicep/README.md,.md,1385,675,False
microsoft,azure-prepare,references/recipes/bicep/patterns.md,.md,2742,1136,False
microsoft,azure-prepare,references/recipes/terraform/README.md,.md,2073,920,False
microsoft,azure-prepare,references/recipes/terraform/patterns.md,.md,2729,969,False
microsoft,azure-prepare,references/region-availability.md,.md,1171,629,False
microsoft,azure-prepare,references/requirements.md,.md,1455,733,False
microsoft,azure-prepare,references/research.md,.md,5734,1896,False
microsoft,azure-prepare,references/runtimes/nodejs.md,.md,6047,2436,False
microsoft,azure-prepare,references/scan.md,.md,2018,952,False
microsoft,azure-prepare,references/sdk/azd-deployment.md,.md,792,500,False
microsoft,azure-prepare,references/sdk/azure-appconfiguration-java.md,.md,1389,672,False
microsoft,azure-prepare,references/sdk/azure-appconfiguration-py.md,.md,1025,535,False
microsoft,azure-prepare,references/sdk/azure-appconfiguration-ts.md,.md,1071,523,False
microsoft,azure-prepare,references/sdk/azure-identity-dotnet.md,.md,703,403,False
microsoft,azure-prepare,references/sdk/azure-identity-java.md,.md,983,551,False
microsoft,azure-prepare,references/sdk/azure-identity-py.md,.md,879,458,False
microsoft,azure-prepare,references/sdk/azure-identity-ts.md,.md,900,479,False
microsoft,azure-prepare,references/security.md,.md,7193,2589,False
microsoft,azure-prepare,references/services/aks/README.md,.md,1119,576,False
microsoft,azure-prepare,references/services/aks/addons.md,.md,1015,392,False
microsoft,azure-prepare,references/services/aks/bicep.md,.md,1780,729,False
microsoft,azure-prepare,references/services/aks/manifests.md,.md,1469,530,False
microsoft,azure-prepare,references/services/app-insights/README.md,.md,880,510,False
microsoft,azure-prepare,references/services/app-service/README.md,.md,1417,760,False
microsoft,azure-prepare,references/services/app-service/bicep.md,.md,1203,572,False
microsoft,azure-prepare,references/services/app-service/deployment-slots.md,.md,925,480,False
microsoft,azure-prepare,references/services/app-service/scaling.md,.md,1582,696,False
microsoft,azure-prepare,references/services/container-apps/README.md,.md,1213,590,False
microsoft,azure-prepare,references/services/container-apps/bicep.md,.md,1830,623,False
microsoft,azure-prepare,references/services/container-apps/environment.md,.md,1288,565,False
microsoft,azure-prepare,references/services/container-apps/health-probes.md,.md,1209,446,False
microsoft,azure-prepare,references/services/container-apps/scaling.md,.md,1481,522,False
microsoft,azure-prepare,references/services/cosmos-db/README.md,.md,1514,732,False
microsoft,azure-prepare,references/services/cosmos-db/bicep.md,.md,2001,605,False
microsoft,azure-prepare,references/services/cosmos-db/partitioning.md,.md,1144,561,False
microsoft,azure-prepare,references/services/cosmos-db/sdk.md,.md,1663,729,False
microsoft,azure-prepare,references/services/event-grid/README.md,.md,1097,531,False
microsoft,azure-prepare,references/services/event-grid/bicep.md,.md,1777,669,False
microsoft,azure-prepare,references/services/event-grid/subscriptions.md,.md,1706,613,False
microsoft,azure-prepare,references/services/foundry/README.md,.md,1413,747,False
microsoft,azure-prepare,references/services/foundry/region-availability.md,.md,849,370,False
microsoft,azure-prepare,references/services/functions/README.md,.md,1711,867,False
microsoft,azure-prepare,references/services/functions/bicep.md,.md,1607,663,False
microsoft,azure-prepare,references/services/functions/durable.md,.md,1023,457,False
microsoft,azure-prepare,references/services/functions/templates/README.md,.md,2535,1026,False
microsoft,azure-prepare,references/services/functions/templates/http.md,.md,703,322,False
microsoft,azure-prepare,references/services/functions/templates/integrations.md,.md,1262,431,False
microsoft,azure-prepare,references/services/functions/templates/mcp.md,.md,944,337,False
microsoft,azure-prepare,references/services/functions/templates/selection.md,.md,2314,918,False
microsoft,azure-prepare,references/services/functions/triggers.md,.md,844,362,False
microsoft,azure-prepare,references/services/key-vault/README.md,.md,1399,660,False
microsoft,azure-prepare,references/services/key-vault/bicep.md,.md,1874,738,False
microsoft,azure-prepare,references/services/key-vault/sdk.md,.md,1555,660,False
microsoft,azure-prepare,references/services/logic-apps/README.md,.md,1115,565,False
microsoft,azure-prepare,references/services/logic-apps/bicep.md,.md,1976,744,False
microsoft,azure-prepare,references/services/logic-apps/triggers.md,.md,1830,636,False
microsoft,azure-prepare,references/services/service-bus/README.md,.md,1026,509,False
microsoft,azure-prepare,references/services/service-bus/bicep.md,.md,2192,679,False
microsoft,azure-prepare,references/services/service-bus/patterns.md,.md,1620,690,False
microsoft,azure-prepare,references/services/sql-database/README.md,.md,1178,622,False
microsoft,azure-prepare,references/services/sql-database/auth.md,.md,993,540,False
microsoft,azure-prepare,references/services/sql-database/bicep.md,.md,1724,630,False
microsoft,azure-prepare,references/services/sql-database/sdk.md,.md,1203,605,False
microsoft,azure-prepare,references/services/static-web-apps/README.md,.md,1383,703,False
microsoft,azure-prepare,references/services/static-web-apps/bicep.md,.md,1087,507,False
microsoft,azure-prepare,references/services/static-web-apps/deployment.md,.md,1242,653,False
microsoft,azure-prepare,references/services/static-web-apps/region-availability.md,.md,695,337,False
microsoft,azure-prepare,references/services/static-web-apps/routing.md,.md,1282,538,False
microsoft,azure-prepare,references/services/storage/README.md,.md,1534,735,False
microsoft,azure-prepare,references/services/storage/access.md,.md,1982,777,False
microsoft,azure-prepare,references/services/storage/bicep.md,.md,1834,515,False
microsoft,azure-postgres,SKILL.md,.md,6079,2183,False
microsoft,azure-postgres,references/entra-rbac-overview.md,.md,7296,2714,False
microsoft,azure-postgres,references/group-sync.md,.md,7379,2233,False
microsoft,azure-postgres,references/permission-templates.md,.md,6586,1379,False
microsoft,azure-postgres,references/sdk/azure-identity-py.md,.md,879,458,False
microsoft,azure-postgres,references/sdk/azure-identity-ts.md,.md,900,479,False
microsoft,azure-postgres,references/sdk/azure-postgres-ts.md,.md,1187,651,False
microsoft,azure-postgres,references/sdk/azure-resource-manager-postgresql-dotnet.md,.md,1128,601,False
microsoft,azure-postgres,references/sql-functions.md,.md,3376,987,False
microsoft,azure-postgres,references/troubleshooting.md,.md,7838,2698,False
microsoft,azure-postgres,scripts/az-commands.sh,.sh,4266,1073,False
microsoft,azure-postgres,scripts/migrate-to-entra.sh,.sh,4693,1677,False
microsoft,azure-postgres,scripts/setup-group.sh,.sh,7177,2216,False
microsoft,azure-postgres,scripts/setup-managed-identity.sh,.sh,5714,1837,False
microsoft,azure-postgres,scripts/setup-user.sh,.sh,4771,1554,False
microsoft,azure-observability,SKILL.md,.md,3754,1366,False
microsoft,azure-observability,references/sdk/azure-mgmt-applicationinsights-dotnet.md,.md,1225,621,False
microsoft,azure-observability,references/sdk/azure-monitor-ingestion-java.md,.md,1338,631,False
microsoft,azure-observability,references/sdk/azure-monitor-ingestion-py.md,.md,1265,688,False
microsoft,azure-observability,references/sdk/azure-monitor-opentelemetry-exporter-py.md,.md,951,494,False
microsoft,azure-observability,references/sdk/azure-monitor-opentelemetry-py.md,.md,868,458,False
microsoft,azure-observability,references/sdk/azure-monitor-opentelemetry-ts.md,.md,986,523,False
microsoft,azure-observability,references/sdk/azure-monitor-query-java.md,.md,1248,594,False
microsoft,azure-observability,references/sdk/azure-monitor-query-py.md,.md,897,475,False
microsoft,azure-kusto,SKILL.md,.md,8670,3515,False
microsoft,azure-diagnostics,SKILL.md,.md,3433,1424,False
microsoft,azure-diagnostics,references/container-apps/README.md,.md,2875,1095,False
microsoft,azure-diagnostics,references/kql-queries.md,.md,1342,596,False
microsoft,azure-deploy,SKILL.md,.md,3790,1633,False
microsoft,azure-deploy,references/global-rules.md,.md,1269,718,False
microsoft,azure-deploy,references/pre-deploy-checklist.md,.md,4044,1738,False
microsoft,azure-deploy,references/recipes/README.md,.md,442,230,False
microsoft,azure-deploy,references/recipes/azcli/README.md,.md,1684,722,False
microsoft,azure-deploy,references/recipes/azcli/errors.md,.md,510,321,False
microsoft,azure-deploy,references/recipes/azcli/verify.md,.md,533,263,False
microsoft,azure-deploy,references/recipes/azd/README.md,.md,2186,1041,False
microsoft,azure-deploy,references/recipes/azd/errors.md,.md,1006,579,False
microsoft,azure-deploy,references/recipes/azd/functions-deploy.md,.md,2531,1190,False
microsoft,azure-deploy,references/recipes/azd/verify.md,.md,319,215,False
microsoft,azure-deploy,references/recipes/bicep/README.md,.md,2031,807,False
microsoft,azure-deploy,references/recipes/bicep/errors.md,.md,529,328,False
microsoft,azure-deploy,references/recipes/bicep/verify.md,.md,293,190,False
microsoft,azure-deploy,references/recipes/cicd/README.md,.md,1264,580,False
microsoft,azure-deploy,references/recipes/cicd/errors.md,.md,559,296,False
microsoft,azure-deploy,references/recipes/cicd/examples/azdo-azd.yml,.yml,509,262,False
microsoft,azure-deploy,references/recipes/cicd/examples/azdo-multistage.yml,.yml,860,248,False
microsoft,azure-deploy,references/recipes/cicd/examples/github-azd.yml,.yml,817,378,False
microsoft,azure-deploy,references/recipes/cicd/examples/github-bicep.yml,.yml,687,334,False
microsoft,azure-deploy,references/recipes/cicd/verify.md,.md,329,226,False
microsoft,azure-deploy,references/recipes/terraform/README.md,.md,1785,779,False
microsoft,azure-deploy,references/recipes/terraform/errors.md,.md,485,293,False
microsoft,azure-deploy,references/recipes/terraform/verify.md,.md,315,165,False
microsoft,azure-deploy,references/region-availability.md,.md,2403,1028,False
microsoft,azure-deploy,references/sdk/azd-deployment.md,.md,792,500,False
microsoft,azure-deploy,references/sdk/azure-identity-dotnet.md,.md,703,403,False
microsoft,azure-deploy,references/sdk/azure-identity-java.md,.md,983,551,False
microsoft,azure-deploy,references/sdk/azure-identity-py.md,.md,879,458,False
microsoft,azure-deploy,references/sdk/azure-identity-ts.md,.md,900,479,False
microsoft,azure-deploy,references/troubleshooting.md,.md,4491,1870,False
microsoft,summarize-github-issue-pr-notification,SKILL.md,.md,1737,803,False
microsoft,azure-compliance,SKILL.md,.md,4849,1742,False
microsoft,azure-compliance,references/azqr-recommendations.md,.md,5786,1994,False
microsoft,azure-compliance,references/azqr-remediation-patterns.md,.md,7946,2253,False
microsoft,azure-compliance,references/azure-keyvault-expiration-audit.md,.md,5152,2065,False
microsoft,azure-compliance,references/azure-quick-review.md,.md,5069,2132,False
microsoft,azure-compliance,references/sdk/azure-keyvault-certificates-rust.md,.md,1013,509,False
microsoft,azure-compliance,references/sdk/azure-keyvault-keys-rust.md,.md,1291,673,False
microsoft,azure-compliance,references/sdk/azure-keyvault-keys-ts.md,.md,918,487,False
microsoft,azure-compliance,references/sdk/azure-keyvault-py.md,.md,1017,530,False
microsoft,azure-compliance,references/sdk/azure-keyvault-secrets-rust.md,.md,1334,667,False
microsoft,azure-compliance,references/sdk/azure-keyvault-secrets-ts.md,.md,942,498,False
microsoft,azure-compliance,references/sdk/azure-security-keyvault-keys-dotnet.md,.md,1074,567,False
microsoft,azure-compliance,references/sdk/azure-security-keyvault-keys-java.md,.md,1235,598,False
microsoft,azure-compliance,references/sdk/azure-security-keyvault-secrets-java.md,.md,1371,670,False
microsoft,module-development,SKILL.md,.md,6106,2296,False
microsoft,suggest-fix-issue,SKILL.md,.md,1090,525,False
microsoft,azure-aigateway,SKILL.md,.md,25363,7236,False
microsoft,azure-aigateway,references/sdk/azure-ai-contentsafety-py.md,.md,1361,690,False
microsoft,azure-aigateway,references/sdk/azure-ai-contentsafety-ts.md,.md,1413,718,False
microsoft,azure-aigateway,references/sdk/azure-mgmt-apimanagement-dotnet.md,.md,1059,586,False
microsoft,azure-aigateway,references/sdk/azure-mgmt-apimanagement-py.md,.md,883,480,False
microsoft,show-github-search-result,SKILL.md,.md,1825,806,False
microsoft,amplifier-philosophy,SKILL.md,.md,3183,1603,False
microsoft,azure-ai,SKILL.md,.md,3337,1170,False
microsoft,azure-ai,references/sdk/azure-ai-contentsafety-java.md,.md,1401,663,False
microsoft,azure-ai,references/sdk/azure-ai-contentsafety-py.md,.md,1361,690,False
microsoft,azure-ai,references/sdk/azure-ai-contentsafety-ts.md,.md,1413,718,False
microsoft,azure-ai,references/sdk/azure-ai-document-intelligence-dotnet.md,.md,1334,686,False
microsoft,azure-ai,references/sdk/azure-ai-document-intelligence-ts.md,.md,1427,736,False
microsoft,azure-ai,references/sdk/azure-ai-openai-dotnet.md,.md,1419,781,False
microsoft,azure-ai,references/sdk/azure-ai-transcription-py.md,.md,1210,645,False
microsoft,azure-ai,references/sdk/azure-ai-translation-text-py.md,.md,1345,665,False
microsoft,azure-ai,references/sdk/azure-ai-translation-ts.md,.md,1369,704,False
microsoft,azure-ai,references/sdk/azure-ai-vision-imageanalysis-java.md,.md,1325,690,False
microsoft,azure-ai,references/sdk/azure-ai-vision-imageanalysis-py.md,.md,1297,698,False
microsoft,azure-ai,references/sdk/azure-search-documents-dotnet.md,.md,1224,640,False
microsoft,azure-ai,references/sdk/azure-search-documents-py.md,.md,1561,766,False
microsoft,azure-ai,references/sdk/azure-search-documents-ts.md,.md,1259,666,False
microsoft,form-github-search-query,SKILL.md,.md,5457,1793,False
microsoft,dataverse-sdk-use,SKILL.md,.md,8956,3393,False
microsoft,appinsights-instrumentation,LICENSE.txt,.txt,1078,634,False
microsoft,appinsights-instrumentation,SKILL.md,.md,3810,1467,False
microsoft,appinsights-instrumentation,examples/appinsights.bicep,.bicep,759,343,False
